session_id,start_ts,end_ts,duration_min,msgs,user_msgs,peer_msgs,top_intent,top_intent_p,top_topics,recent
sess_1503,2023-11-08T07:39:00,2023-11-08T07:39:00,0.0,1,0,1,statement,1.0,брат:1;главное:1;помни:1,"peer: “Брат, главное помни. Слабину давать па жизни нилзя. Только на толчке можна”"
sess_1504,2023-11-08T18:08:00,2023-11-08T19:33:00,85.0,65,31,34,short_reply,0.554,типо:3;или:3;твое:2,peer: “А не” | peer: “Я”
sess_1505,2023-11-09T08:20:00,2023-11-09T10:48:00,148.0,4,1,3,statement,0.75,можешь:1;кайфом:1;начинать:1,peer: “Эти и другие новости в эфире новостей” | peer: “1488 канала”
sess_1506,2023-11-09T14:01:00,2023-11-09T23:10:00,549.0,70,36,34,short_reply,0.514,что:5;пиздец:3;<media>:3,user: “Лучше бы мемов мне прислал” | user: “<media>”
sess_1507,2023-11-10T11:18:00,2023-11-10T11:18:00,0.0,1,0,1,short_reply,1.0,знаю:1,peer: “Ну не знаю”
sess_1508,2023-11-10T13:58:00,2023-11-10T23:15:00,557.0,121,56,65,statement,0.479,что:5;<media>:5;все:4,user: “Я как дед хожу в халате” | peer: “Никто”
sess_1509,2023-11-11T15:15:00,2023-11-11T15:56:00,41.0,4,1,3,statement,0.75,заходит:1;локи:1;ничо:1,peer: “Ой конечно ебланить- замечательно” | user: “Ну первый сезон мне больше понравился”
sess_1510,2023-11-11T18:22:00,2023-11-11T18:43:00,21.0,23,16,7,statement,0.522,конечно:2;даже:1;москва:1,user: “Я раньше смотрел их чето взгрустнулось” | peer: “Ебнешься конечно....”
sess_1511,2023-11-12T17:31:00,2023-11-12T18:37:00,66.0,4,2,2,short_reply,1.0,<media>:1;колекшн:1;лучшие:1,peer: “Лучшие из лучших” | peer: “Израильская троица”
sess_1512,2023-11-13T09:09:00,2023-11-13T10:46:00,97.0,6,2,4,short_reply,0.833,наташа:2;<media>:1;нейросеть:1,peer: “Может это Олэна” | peer: “Почему именно наташа”
sess_1513,2023-11-14T10:42:00,2023-11-14T18:25:00,463.0,89,40,49,statement,0.494,<media>:6;что:6;так:3,peer: “Господи” | peer: “Ептваю”
sess_1514,2023-11-15T12:44:00,2023-11-15T13:07:00,23.0,25,13,12,statement,0.48,что:3;чето:3;еще:2,peer: “Да да” | peer: “Сладкие воспоминания прошлого”
sess_1515,2023-11-15T16:27:00,2023-11-15T17:18:00,51.0,20,9,11,short_reply,0.6,сенс:4;<media>:3;точно:1,peer: “Надо будет сходить” | user: “Ну за 8к точно оригинал”
sess_1516,2023-11-15T23:03:00,2023-11-16T00:02:00,59.0,53,28,25,statement,0.623,так:6;только:3;как:3,peer: “Ля” | user: “<media>”
sess_1517,2023-11-16T06:31:00,2023-11-16T07:52:00,81.0,3,0,3,short_reply,0.667,знаю:1;померла:1;женщина:1,peer: “Померла женщина” | peer: “А ты что не спишь уже в 6 30?”
sess_1518,2023-11-16T10:04:00,2023-11-16T13:06:00,182.0,23,12,11,short_reply,0.565,<media>:3;как:3;нет:2,peer: “Бля шикарный аватар” | peer: “Только чего то не хватает”
sess_1519,2023-11-16T17:12:00,2023-11-16T17:20:00,8.0,17,5,12,short_reply,0.647,понятно:2;<media>:1;лет:1,user: “Да нормально все” | peer: “Мхм”
sess_1520,2023-11-16T20:59:00,2023-11-16T22:05:00,66.0,21,15,6,statement,0.619,пытался:3;зажиточный:2;лакомка:2,user: “<media>” | peer: “Ну есть”
sess_1521,2023-11-17T16:14:00,2023-11-17T18:47:00,153.0,17,11,6,statement,0.471,как:2;весь:1;каине:1,user: “<media>” | user: “Блять я думал это куртка бейн”
sess_1522,2023-11-17T21:08:00,2023-11-17T22:46:00,98.0,21,12,9,short_reply,0.476,природе:2;или:2;что:2,peer: “По-любому” | peer: “Скуфы любят текст”
sess_1523,2023-11-18T10:36:00,2023-11-18T10:36:00,0.0,1,0,1,statement,1.0,охуеешь:1;солнце:1;улице:1,"peer: “Ты охуеешь, но у нас солнце на улице!”"
sess_1524,2023-11-18T13:03:00,2023-11-18T16:03:00,180.0,5,3,2,short_reply,0.6,сноб:2;<media>:1;нихуясе:1,"user: “Не сноб а пожилая душная зануда” | peer: “А, извирите”"
sess_1525,2023-11-18T19:50:00,2023-11-18T20:58:00,68.0,47,24,23,statement,0.532,что:4;так:4;как:2,user: “Ну кфс все равно знаешь люблю” | peer: “Как бы ты вкусно не готовил и не питался скажем в норме. Все равно въебать крылышек с колой или пивом- этт любовь”
sess_1526,2023-11-20T17:53:00,2023-11-20T17:54:00,1.0,4,1,3,short_reply,1.0,<media>:1;лру:1;блять:1,peer: “🤣🤣🤣🤣” | peer: “Блять”
sess_1527,2023-11-21T13:35:00,2023-11-21T14:22:00,47.0,22,7,15,short_reply,0.5,ничо:2;шалом:1;десигнер:1,peer: “Заебало не то слов” | peer: “Настоебенило”
sess_1528,2023-11-21T17:38:00,2023-11-21T18:25:00,47.0,3,1,2,short_reply,1.0,<media>:1;тонко:1,peer: “Это тонко” | peer: “🤣”
sess_1529,2023-11-23T11:04:00,2023-11-23T12:21:00,77.0,14,10,4,statement,0.643,рамбам:2;как:2;вопрос:1,user: “<media>” | peer: “Ну вот нахуй”
sess_1530,2023-11-24T15:27:00,2023-11-24T16:06:00,39.0,15,4,11,short_reply,0.467,<media>:2;меньше:1;вообще:1,"peer: “Та я охуел и не выхуел, мне когда Исаак написал” | peer: “Ну он говорит, то есть вообще блять никто нахуй не ожидал”"
sess_1531,2023-11-25T10:55:00,2023-11-25T10:55:00,0.0,1,0,1,statement,1.0,зря:1;конечно:1;перчиков:1,"peer: “Зря я конечно, вчера перчиков поив остреньких и бичпакет заправил хреновухой”"
sess_1532,2023-11-25T14:41:00,2023-11-25T16:07:00,86.0,94,50,44,statement,0.521,как:6;что:6;все:4,user: “А не пизжю даас зкейним” | user: “В прошлый раз был вопрос когда евреи начали называть себя евреями”
sess_1533,2023-11-25T18:43:00,2023-11-25T18:45:00,2.0,6,2,4,short_reply,0.5,знаешь:1;каждый:1;раз:1,"peer: “Конечно, ты ж гоняешь кровь, насыщаешь кислородом” | peer: “Прогулка это тема”"
sess_1534,2023-11-27T10:07:00,2023-11-27T10:36:00,29.0,9,2,7,statement,0.556,что:2;так:1;нахуй:1,peer: “Замело прям” | peer: “И снег мокрый идет”
sess_1535,2023-11-27T14:32:00,2023-11-27T15:32:00,60.0,3,1,2,short_reply,0.667,как:1;низнаю:1;смотрел:1,user: “Низнаю не смотрел” | peer: “Посмотри да”
sess_1536,2023-11-27T21:06:00,2023-11-27T21:39:00,33.0,33,23,10,statement,0.545,пиздец:3;атомик:3;тыщи:2,user: “Нахуй надо” | peer: “Ох бля ну чот я заебся”
sess_1537,2023-11-28T10:41:00,2023-11-28T11:50:00,69.0,6,2,4,short_reply,0.667,все:1;100к:1;отдал:1,user: “Ну теперь надо на пс5 взять” | peer: “Хах”
sess_1538,2023-11-28T14:14:00,2023-11-28T14:15:00,1.0,3,1,2,short_reply,1.0,<media>:1;свитлогорье:1;ого:1,peer: “Свитлогорье” | peer: “Ого”
sess_1539,2023-11-28T21:05:00,2023-11-28T22:05:00,60.0,21,17,4,short_reply,0.619,<media>:2;нахуй:2;чей:1,user: “<media>” | user: “посмотри какой красивый”
sess_1540,2023-11-29T06:53:00,2023-11-29T06:53:00,0.0,2,0,2,statement,1.0,так:1;буханул:1;наебнклся:1,"peer: “Так. Я вчера буханул” | peer: “Наебнклся в ванной, живой”"
sess_1541,2023-11-29T10:32:00,2023-11-29T11:45:00,73.0,29,13,16,statement,0.483,еще:3;себя:2;странно:2,user: “Хоп хоп хоп синагога” | peer: “🤣”
sess_1542,2023-11-29T17:41:00,2023-11-29T18:12:00,31.0,19,9,10,short_reply,0.632,или:2;как:2;видишь:2,peer: “Ну дык” | peer: “У тебя связи”
sess_1543,2023-11-30T08:58:00,2023-11-30T10:41:00,103.0,9,4,5,short_reply,0.556,как:2;просыпайся:1;дело:1,user: “И солёненький такой запах моря” | peer: “🤣”
sess_1544,2023-11-30T14:53:00,2023-11-30T15:35:00,42.0,9,5,4,statement,0.667,<media>:1;когда:1;табличке:1,"peer: “В псоледний раз 22 числа писал ему” | user: “Ну запиши в табличке 30 я с ним поговорил, на тебе Юшков тогда”"
sess_1545,2023-11-30T18:45:00,2023-11-30T21:16:00,151.0,35,13,22,statement,0.543,что:3;табличка:2;так:2,peer: “Бля” | user: “Да уже потерял”
sess_1546,2023-12-01T00:14:00,2023-12-01T00:14:00,0.0,1,1,0,statement,1.0,запищи:1;еще:1;минута:1,user: “Запищи еще 71 минута с баженом”
sess_1547,2023-12-01T06:39:00,2023-12-01T06:39:00,0.0,2,0,2,short_reply,1.0,ого:1;хуя:1,peer: “Ого” | peer: “Хуя ты”
sess_1548,2023-12-01T14:55:00,2023-12-01T15:52:00,57.0,3,2,1,short_reply,1.0,<media>:1;усе:1;геев:1,user: “Усе геев нет” | peer: “Им нельзя”
sess_1549,2023-12-02T13:08:00,2023-12-02T13:09:00,1.0,4,0,4,short_reply,0.5,кайфом:1;катим:1;преображенский:1,peer: “Катим на преображенский рынок” | peer: “Чот я сегодня сонная муха”
sess_1550,2023-12-03T01:13:00,2023-12-03T01:13:00,0.0,1,1,0,short_reply,1.0,<media>:1,user: “<media>”
sess_1551,2023-12-03T08:30:00,2023-12-03T08:30:00,0.0,1,0,1,invite,1.0,ого:1;домик:1;купил:1,peer: “Ого ты ей домик купил?правильно👍🏼”
sess_1552,2023-12-03T11:08:00,2023-12-03T12:04:00,56.0,15,7,8,short_reply,0.6,<media>:3;ебать:2;для:2,peer: “ебать” | user: “<media>”
sess_1553,2023-12-03T16:09:00,2023-12-03T16:14:00,5.0,3,1,2,short_reply,1.0,<media>:1;чичютт:1,peer: “🤣🤣🤣” | peer: “Чичютт”
sess_1554,2023-12-03T23:24:00,2023-12-04T02:15:00,171.0,209,70,139,statement,0.612,как:18;так:14;знаю:11,peer: “Не бля не могу уснуть” | peer: “И чуть не расплакался блять”
sess_1555,2023-12-04T10:10:00,2023-12-04T11:47:00,97.0,25,11,14,statement,0.52,всем:2;все:2;ебейше:1,user: “Только обратил внимание” | peer: “😅”
sess_1556,2023-12-05T08:19:00,2023-12-05T11:57:00,218.0,56,22,34,short_reply,0.464,где:4;типо:3;кто:3,peer: “Кто кто?” | peer: “А Михаэль”
sess_1557,2023-12-05T16:16:00,2023-12-05T21:24:00,308.0,125,72,53,statement,0.56,что:10;так:6;может:6,user: “Хуйня однообразно одна серия один стиль” | user: “Конденсный гротеск нихуя себе стиль”
sess_1558,2023-12-05T23:54:00,2023-12-06T00:38:00,44.0,30,11,19,short_reply,0.6,знает:3;купить:2;нахуй:2,user: “На вайлдберисе вроде есть” | user: “От собак”
sess_1559,2023-12-06T11:19:00,2023-12-06T12:38:00,79.0,8,5,3,statement,0.5,чето:2;хотел:1;картинку:1,user: “Да я про это” | user: “Чето видимо везде зарплаты поднялись”
sess_1560,2023-12-06T16:42:00,2023-12-06T16:49:00,7.0,7,2,5,short_reply,0.857,<media>:2;слишком:1;крут:1,peer: “<media>” | peer: “<media>”
sess_1561,2023-12-07T19:10:00,2023-12-07T22:20:00,190.0,34,17,17,short_reply,0.559,пиздец:3;ебать:2;как:2,peer: “Ебать” | peer: “Хуя се”
sess_1562,2023-12-08T20:16:00,2023-12-08T20:32:00,16.0,3,1,2,short_reply,1.0,<media>:1;пошла:1;нахуй:1,peer: “Пошла она нахуй” | peer: “Пусть сверху платит”
sess_1563,2023-12-08T23:20:00,2023-12-08T23:30:00,10.0,33,13,20,statement,0.606,или:2;что:2;когда:2,"peer: “Я уверен что когда нибудь на твоём пути встретиться крутой человек, который станет тебе другом” | peer: “И не шиз”"
sess_1564,2023-12-09T10:39:00,2023-12-09T10:39:00,0.0,1,0,1,short_reply,1.0,<media>:1,peer: “<media>”
sess_1565,2023-12-09T13:13:00,2023-12-09T14:40:00,87.0,7,2,5,short_reply,0.571,молишься:1;пьешь:1;только:1,peer: “А я смотрю атаку титанов вот” | peer: “4 сезон”
sess_1566,2023-12-09T19:09:00,2023-12-09T21:26:00,137.0,21,13,8,short_reply,0.619,ебать:2;странный:2;как:2,peer: “Не представляю” | peer: “Я не фотогравируюсь”
sess_1567,2023-12-10T11:19:00,2023-12-10T13:18:00,119.0,31,12,19,short_reply,0.516,<media>:3;ему:2;занимается:2,peer: “😅😅” | peer: “Ору”
sess_1568,2023-12-10T15:35:00,2023-12-11T00:32:00,537.0,256,101,155,statement,0.559,как:13;так:11;блять:11,peer: “Вот 5 лет я жил как ебучая гончая псина” | peer: “Ебиорот”
sess_1569,2023-12-11T08:04:00,2023-12-11T09:34:00,90.0,3,1,2,short_reply,0.667,<media>:2;вещь:1,peer: “<media>” | user: “О вот это вещь”
sess_1570,2023-12-11T12:21:00,2023-12-11T12:28:00,7.0,23,5,18,short_reply,0.478,блять:2;спокойном:2;пиздец:2,peer: “95- это дохуя” | peer: “Но 95”
sess_1571,2023-12-11T14:47:00,2023-12-11T16:00:00,73.0,17,7,10,short_reply,0.588,голова:2;капотен:1;пил:1,user: “Голова вялая” | peer: “Отдохнуть бы тебе конечно”
sess_1572,2023-12-11T20:31:00,2023-12-11T20:59:00,28.0,23,9,14,short_reply,0.565,<media>:3;что:2;больница:1,peer: “И это тоже🤣” | peer: “Еблан 🤣”
sess_1573,2023-12-12T13:37:00,2023-12-12T14:08:00,31.0,8,4,4,short_reply,0.625,отдал:1;кошку:1;стирилизацию:1,peer: “🤦🏻‍♂️” | peer: “Нейросеть бы охуела. Как чат ЖПТ-1 читается”
sess_1574,2023-12-12T20:33:00,2023-12-12T22:46:00,133.0,33,16,17,short_reply,0.606,конечно:2;смотрю:2;про:2,user: “Я 3 серии выдержал” | peer: “Смотрю 1”
sess_1575,2023-12-13T13:58:00,2023-12-13T15:17:00,79.0,8,5,3,short_reply,0.625,нормально:1;шимен:1;олооо:1,user: “На да прыгает” | user: “У на чето холодно”
sess_1576,2023-12-13T20:44:00,2023-12-13T23:59:00,195.0,26,10,16,short_reply,0.538,про:3;интересно:2;слушают:1,peer: “И т.д” | peer: “Ну неплохо”
sess_1577,2023-12-14T09:26:00,2023-12-14T11:16:00,110.0,7,3,4,statement,0.714,может:2;русски:2;шимен:1,user: “Ну впн надо хороший” | user: “По русски понимает”
sess_1578,2023-12-14T18:35:00,2023-12-14T18:39:00,4.0,6,2,4,short_reply,0.5,<media>:1;десигнер:1;ебать:1,peer: “Соскуфился на проф. Фронте” | peer: “Где ты был 8 лет”
sess_1579,2023-12-14T21:01:00,2023-12-14T22:37:00,96.0,8,6,2,short_reply,0.625,<media>:1;икра:1;путина:1,user: “Как им вообще пришло в голову сказать что арт-директор позвонит” | peer: “😅”
sess_1580,2023-12-15T14:29:00,2023-12-15T14:52:00,23.0,2,1,1,short_reply,1.0,<media>:1,user: “<media>” | peer: “🤣”
sess_1581,2023-12-15T16:57:00,2023-12-15T16:57:00,0.0,1,1,0,short_reply,1.0,<media>:1,user: “<media>”
sess_1582,2023-12-15T19:18:00,2023-12-15T19:18:00,0.0,2,0,2,short_reply,1.0,мотором:1;ебать:1;мення:1,peer: “З мотором” | peer: “Ебать мення рубануло”
sess_1583,2023-12-16T12:11:00,2023-12-16T12:11:00,0.0,1,0,1,statement,1.0,надеюсь:1;домашняя:1,peer: “Бля я надеюсь это домашняя”
sess_1584,2023-12-16T14:49:00,2023-12-16T14:49:00,0.0,2,1,1,short_reply,1.0,рабочая:1;ааааа:1;роба:1,user: “Это рабочая” | peer: “Ааааа. Роба”
sess_1585,2023-12-16T21:16:00,2023-12-16T22:15:00,59.0,18,10,8,statement,0.5,пиздец:2;вторжения:2;как:2,user: “А пока нет в нормальном” | peer: “Я уже чую шо сжв шляпа”
sess_1586,2023-12-17T20:31:00,2023-12-18T01:21:00,290.0,171,75,96,statement,0.667,как:13;так:8;все:7,"peer: “Так Шимен, я хочу спать лечь иначе мне завтра пизда” | peer: “И помни у нас есть только путь”"
sess_1587,2023-12-18T13:03:00,2023-12-18T18:29:00,326.0,34,11,23,short_reply,0.618,или:3;тостер:2;как:2,user: “Чарли боится” | user: “Когда кисю берешь на руки она лает”
sess_1588,2023-12-18T22:08:00,2023-12-18T22:56:00,48.0,5,2,3,statement,0.6,ебать:1;конечно:1;нес:1,peer: “Ноуп” | peer: “https://youtu.be/hayy6KvrYWs?si=ruaQlGkf_NF-Ezid”
sess_1589,2023-12-19T15:23:00,2023-12-19T17:30:00,127.0,38,16,22,statement,0.526,воспринял:5;<media>:4;хорошо:3,peer: “<media>” | peer: “Вкусно?”
sess_1590,2023-12-19T19:42:00,2023-12-19T23:22:00,220.0,78,56,22,short_reply,0.59,мхм:6;понятно:6;<media>:4,"peer: “Не, зачем” | peer: “Мне ляпардовых хватает”"
sess_1591,2023-12-21T09:54:00,2023-12-21T10:15:00,21.0,4,1,3,short_reply,1.0,<media>:2;ганеша:1;ебаынй:1,peer: “Это ганеша” | peer: “Ебаынй ты деревня”
sess_1592,2023-12-21T16:25:00,2023-12-21T16:35:00,10.0,14,7,7,short_reply,0.5,<media>:4;только:1;достаточно:1,"peer: “Спасибо!” | peer: “И этого достаточно, все равно я сделаю, мне просто для общего понимания”"
sess_1593,2023-12-21T19:03:00,2023-12-21T22:25:00,202.0,95,50,45,statement,0.568,как:8;понял:5;<media>:5,peer: “И оч так хорошо” | peer: “Ну-ну....ну мне твой больше понравился”
sess_1594,2023-12-22T08:13:00,2023-12-22T10:08:00,115.0,3,1,2,ask_explanation,0.333,шимен:1;какое:1;разрешение:1,user: “Ну размер задаешь а5 CMYK 300 dpi” | peer: “🫡”
sess_1595,2023-12-22T18:18:00,2023-12-22T19:50:00,92.0,50,28,22,statement,0.52,раз:4;так:3;иногда:3,peer: “А что стало?” | peer: “Ебать”
sess_1596,2023-12-25T09:19:00,2023-12-25T13:29:00,250.0,38,16,22,short_reply,0.579,<media>:6;как:2;так:2,user: “<media>” | peer: “Нашел”
sess_1597,2023-12-27T12:52:00,2023-12-27T13:52:00,60.0,34,19,15,statement,0.559,<media>:4;знаю:2;типо:2,user: “Или тренировались а потом поебались” | peer: “Бля меня щас курьер чуть не сбил. Летают нахуй”
sess_1598,2023-12-27T16:13:00,2023-12-27T18:05:00,112.0,30,17,13,statement,0.533,особенно:2;как:2;любовь:2,"user: “Ну а чо еще делать, мы одни работаем” | user: “<media>”"
sess_1599,2023-12-27T20:20:00,2023-12-27T20:26:00,6.0,4,1,3,short_reply,0.75,пропустил:1;стало:1;канье:1,peer: “Чо стало?” | user: “Ну Канье извинился за интесимитские комментарии”
sess_1600,2023-12-28T10:17:00,2023-12-28T10:32:00,15.0,14,2,12,statement,0.5,муратов:2;как:2;кайфом:2,peer: “Ну эт ближе к 40-50” | peer: “С кайфом”
sess_1601,2023-12-28T13:20:00,2023-12-28T13:33:00,13.0,30,9,21,statement,0.5,нашелся:3;что:2;может:2,peer: “Прикатывайте” | peer: “Ну так”
sess_1602,2023-12-28T16:29:00,2023-12-28T17:38:00,69.0,8,5,3,short_reply,0.5,нужен:2;нет:1;очкун:1,peer: “Охуел?!?!” | peer: “Хуя ты”
sess_1603,2023-12-31T19:40:00,2023-12-31T20:13:00,33.0,18,7,11,statement,0.444,как:2;открытки:1;хошь:1,user: “Ну так и сделал” | peer: “Ну тип покушаем в 10+- потом если силы буду в 12 кинем саламку нг и бай. Купил 3 бутылочки пивка себе”
sess_1604,2024-01-01T22:47:00,2024-01-01T23:30:00,43.0,24,13,11,short_reply,0.5,<media>:4;для:2;заказал:2,"peer: “Ну слушай, хуже не будет” | peer: “Ты ж понимаешь шо база, это сон и питание”"
sess_1605,2024-01-02T09:25:00,2024-01-02T09:25:00,0.0,1,0,1,short_reply,1.0,хлопче:1;прокидайся:1,"peer: “Хлопче, прокидайся”"
sess_1606,2024-01-03T14:20:00,2024-01-03T16:04:00,104.0,15,7,8,statement,0.467,<media>:3;зря:1;чутка:1,user: “Ну как пойдет” | peer: “🤣”
sess_1607,2024-01-04T11:11:00,2024-01-04T11:30:00,19.0,5,2,3,short_reply,0.6,едем:1;ржев:1;кем:1,user: “А у тебя вторая половинка уехала” | peer: “Ага”
sess_1608,2024-01-04T18:42:00,2024-01-04T18:54:00,12.0,16,6,10,short_reply,0.812,<media>:2;прям:2;нормально:1,"user: “А будит нормально?” | peer: “Да, хорошо прям”"
sess_1609,2024-01-05T00:30:00,2024-01-05T00:30:00,0.0,2,0,2,statement,0.5,жизнь:1;выпил:1;пивка:1,"peer: “Выпил пивка и жизнь легкп” | peer: “Смотрю ""хромые кони""”"
sess_1610,2024-01-05T11:08:00,2024-01-05T11:28:00,20.0,26,11,15,statement,0.5,<media>:2;пьешь:2;вижу:1,user: “2 дня” | peer: “Ну ща недели 2 пройдет. Посмотришь как тебе”
sess_1611,2024-01-06T15:03:00,2024-01-06T15:03:00,0.0,2,0,2,statement,0.5,грибник:1;как:1;дел:1,"peer: “Ну шо ты, грибник” | peer: “Как дел?”"
sess_1612,2024-01-06T20:19:00,2024-01-06T21:36:00,77.0,60,28,32,short_reply,0.483,психолог:3;<media>:2;ему:2,"peer: “Ну бля, сходу нихуя не получается” | peer: “Поэтому надо по-чуть- чуть”"
sess_1613,2024-01-09T17:25:00,2024-01-09T21:16:00,231.0,25,12,13,short_reply,0.6,<media>:3;что:2;нашел:1,peer: “Для начала” | peer: “Ты и 10 почувствуешь”
sess_1614,2024-01-10T13:15:00,2024-01-10T13:28:00,13.0,2,1,1,short_reply,1.0,<media>:1;понеслась:1,user: “<media>” | peer: “Понеслась 🤣”
sess_1615,2024-01-11T08:58:00,2024-01-11T11:27:00,149.0,8,5,3,short_reply,0.625,<media>:2;слабенько:1;литра:1,"user: “Как разлетелось, я не думал что кому то будет интересно” | peer: “🤣”"
sess_1616,2024-01-12T08:09:00,2024-01-12T08:09:00,0.0,1,0,1,short_reply,1.0,<media>:1,peer: “<media>”
sess_1617,2024-01-12T18:02:00,2024-01-12T21:39:00,217.0,29,16,13,short_reply,0.517,<media>:5;нормально:2;пиздец:2,"user: “Да вот знаешь, из общины меня уже 4 раза спросили как я чувствую, а вот на работе не разу” | user: “<media>”"
sess_1618,2024-01-13T10:19:00,2024-01-13T11:53:00,94.0,28,15,13,statement,0.571,<media>:5;глюки:3;блять:2,"peer: “Ты болеешь, не вдуиюмывался” | user: “<media>”"
sess_1619,2024-01-14T10:13:00,2024-01-14T11:20:00,67.0,18,11,7,statement,0.667,как:4;пиздец:2;пришло:2,"user: “Ну хайпа вообще не понял, меня не зацепило” | peer: “А это пришло из тюряги”"
sess_1620,2024-01-15T08:10:00,2024-01-15T08:10:00,0.0,1,0,1,ask_explanation,1.0,как:1,peer: “Ну шо ты? Как ты?”
sess_1621,2024-01-15T10:57:00,2024-01-15T11:38:00,41.0,2,1,1,statement,0.5,настроения:1;вообще:1;нет:1,"user: “Да такое настроения вообще нет, проснулся в 8 и думал как я нихочу работать” | peer: “Классическая классика”"
sess_1622,2024-01-15T18:35:00,2024-01-15T18:45:00,10.0,7,3,4,statement,0.714,после:2;часов:2;шимен:1,peer: “Я потому и спросил” | peer: “Мне просто после 9 часов ничо не охота”
sess_1623,2024-01-16T12:20:00,2024-01-16T13:03:00,43.0,15,6,9,statement,0.533,деньги:2;конечно:2;или:2,"peer: “Ну ощущение как будто мы коллекторская конторка бля” | peer: “Просто мне не кайф когда зона ответственности родителей падает на меня. Почему, какого хуя? В целом одна из причин знатно съебнуть отсюда, 2-я это поток долбоебизма и запросов”"
sess_1624,2024-01-16T21:13:00,2024-01-16T21:29:00,16.0,25,16,9,statement,0.56,еще:2;так:2;пиздец:2,"user: “Но пизда оба там разносили” | peer: “Как грязные танцы, но только дебаты”"
sess_1625,2024-01-17T10:47:00,2024-01-17T13:25:00,158.0,9,5,4,statement,0.667,думал:2;так:2;религиозные:2,"peer: “А тю” | peer: “А я думал, а оно вот как”"
sess_1626,2024-01-19T16:11:00,2024-01-19T18:06:00,115.0,116,52,64,statement,0.517,блять:9;<media>:7;нет:6,user: “Но увольнять она её не хочет” | user: “Кто будет за 15к работать”
sess_1627,2024-01-20T18:40:00,2024-01-20T19:03:00,23.0,12,8,4,short_reply,0.583,хто:2;<media>:2;рупол:2,user: “Охуеваю с них” | user: “Вот так вот зарабатывать деньги”
sess_1628,2024-01-21T09:37:00,2024-01-21T11:54:00,137.0,25,11,14,statement,0.6,называется:2;делают:1;ноготочки:1,user: “<media>” | peer: “Хммм🤔”
sess_1629,2024-01-21T14:02:00,2024-01-21T14:09:00,7.0,3,2,1,short_reply,0.667,<media>:1;охуеть:1;так:1,"user: “Просто охуеть” | peer: “Так так, введи в курс дела.”"
sess_1630,2024-01-21T16:17:00,2024-01-21T20:40:00,263.0,21,10,11,short_reply,0.524,<media>:2;старые:2;пешком:1,"user: “Да вообще 8 биркат амазонов нашел, разтебаный талит” | user: “Стакан кому достался хз”"
sess_1631,2024-01-21T23:05:00,2024-01-22T00:21:00,76.0,102,50,52,statement,0.627,что:9;так:9;будет:5,"peer: “Шимен, Юля- просто наприятная бабища, попадалась тебе такая. Но поверь и мужики есть знаешь ну ебанаты квадратные. Тут реально не угадаешь. Я вон работаю, а там чот кто-то как то что какие то Шуры му…” | user: “Юля это создание ада”"
sess_1632,2024-01-22T07:11:00,2024-01-22T07:11:00,0.0,1,0,1,statement,1.0,все:1;юли:1,"peer: “Ну да, но не все же такие Юли”"
sess_1633,2024-01-22T21:40:00,2024-01-22T22:27:00,47.0,56,16,40,short_reply,0.482,блять:7;как:5;что:4,"peer: “Это что за бля” | user: “Щас ещё как видео по 1001 тур возьмём , для европейского и заживем”"
sess_1634,2024-01-23T07:05:00,2024-01-23T07:05:00,0.0,1,0,1,statement,1.0,шимен:1;пизда:1;военник:1,"peer: “Та пизда. А Шимен, а у тебя военник не спрашивали на работе? У нас вон это собирают у мужиков”"
sess_1635,2024-01-23T09:48:00,2024-01-23T10:38:00,50.0,10,8,2,statement,0.6,хедер:2;нахуя:1;какая-то:1,user: “Такое увидишь сразу хочется пойти учится” | user: “Какие-то преступники Low Life”
sess_1636,2024-01-23T23:26:00,2024-01-23T23:26:00,0.0,1,1,0,statement,1.0,слово:1;каблука:1;красиво:1,user: “Слово каблука было бы ещё красиво”
sess_1637,2024-01-24T06:22:00,2024-01-24T06:22:00,0.0,1,0,1,short_reply,1.0,пиздак:1,peer: “Пиздак”
sess_1638,2024-01-24T21:13:00,2024-01-24T22:08:00,55.0,62,31,31,statement,0.694,блять:5;если:3;могу:3,"peer: “Думаешь это мой переход? Долго конечно заняло, 7 ебаных лет. Ну у самурая есть путь” | peer: “Ну у меня есть вера в себя и надежда конечно. Ну я ещё конечно придумаю чо и как мне с ВНЖ с доками и т.д.”"
sess_1639,2024-01-26T07:30:00,2024-01-26T07:30:00,0.0,1,0,1,ask_explanation,1.0,эпопея:1;закончилась:1;надеюсь:1,"peer: “Ох бля, эпопея закончилась и очень надеюсь,что хорошо. Закрыл вчера вопрос технический по работе. Ты как?”"
sess_1640,2024-01-26T09:49:00,2024-01-26T09:50:00,1.0,6,1,5,statement,0.5,уволился:1;ппж:1;следующей:1,"peer: “Эт у меня тут дело с сентября было, я его только сейчас закрыл” | peer: “И смачно закурил кубинскую сигару(шучу)”"
sess_1641,2024-01-26T21:32:00,2024-01-26T22:23:00,51.0,77,46,31,statement,0.74,как:8;что:8;все:6,user: “Как будто мы реальная студия и они спрашивают с меня” | peer: “Бляяя.... Ебанутые конечно... Ну бля”
sess_1642,2024-01-27T11:04:00,2024-01-27T11:04:00,0.0,3,0,3,statement,0.667,утра:1;прикатил:1;своим:1,peer: “К бабуле и за Наполеоном” | peer: “Самым великолепным тортом”
